Log,Attack Type
 377  62.562626     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp      74  47526 â†’ 20160 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=303694 TSecr=0 WS=32,FTP Brute-Force / Data Exfiltration
 742  120.950853    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp:ftp      70  Request: PASS amorphous,FTP Brute-Force / Data Exfiltration
1014  171.006342    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      60  1937 â†’ 21 [ACK] Seq=1 Ack=1 Win=64512 Len=0,FTP Brute-Force / Data Exfiltration
 440  65.393188     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp      66  56475 â†’ 21 [ACK] Seq=190 Ack=663 Win=5856 Len=0 TSval=304402 TSecr=1319280,FTP Brute-Force / Data Exfiltration
 272  50.416426     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      56  Response: ,FTP Brute-Force / Data Exfiltration
 185  35.256551     192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      62  1894 â†’ 21 [SYN] Seq=0 Win=64512 Len=0 MSS=1460 SACK_PERM,FTP Brute-Force / Data Exfiltration
 940  159.132679    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      56  Response: ,FTP Brute-Force / Data Exfiltration
 245  44.317294     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      74  Response: 220 (vsFTPd 2.0.7),FTP Brute-Force / Data Exfiltration
 932  156.083080    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      54  21 â†’ 1932 [ACK] Seq=21 Ack=15 Win=5840 Len=0,FTP Brute-Force / Data Exfiltration
 446  65.425003     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp      74  51237 â†’ 64123 [SYN] Seq=0 Win=5840 Len=0 MSS=1460 SACK_PERM TSval=304410 TSecr=0 WS=32,FTP Brute-Force / Data Exfiltration
 597  94.832037     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      64  Response: 500 OOPS: ,FTP Brute-Force / Data Exfiltration
 818  134.027209    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      88  Response: 331 Please specify the password.,FTP Brute-Force / Data Exfiltration
1273  215.188692    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      54  21 â†’ 1976 [ACK] Seq=55 Ack=27 Win=5840 Len=0,FTP Brute-Force / Data Exfiltration
1677  281.957962    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      88  Response: 331 Please specify the password.,FTP Brute-Force / Data Exfiltration
 487  72.387225     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      88  Response: 331 Please specify the password.,FTP Brute-Force / Data Exfiltration
" 681  110.910786    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      60  1917 â†’ 21 [FIN, ACK] Seq=25 Ack=77 Win=64436 Len=0",FTP Brute-Force / Data Exfiltration
 416  62.567386     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp:ftp-data    1514  FTP Data: 1448 bytes (PASV) (STOR 1.png),FTP Brute-Force / Data Exfiltration
" 274  50.416897     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      62  21 â†’ 1899 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM",FTP Brute-Force / Data Exfiltration
1472  246.459653    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      54  21 â†’ 1986 [ACK] Seq=21 Ack=15 Win=5840 Len=0,FTP Brute-Force / Data Exfiltration
1830  308.058092    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      62  2008 â†’ 21 [SYN] Seq=0 Win=64512 Len=0 MSS=1460 SACK_PERM,FTP Brute-Force / Data Exfiltration
1455  243.129886    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      54  21 â†’ 1985 [ACK] Seq=21 Ack=15 Win=5840 Len=0,FTP Brute-Force / Data Exfiltration
 251  46.983748     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      76  Response: 530 Login incorrect.,FTP Brute-Force / Data Exfiltration
 414  62.567372     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp:ftp-data    1514  FTP Data: 1448 bytes (PASV) (STOR 1.png),FTP Brute-Force / Data Exfiltration
1386  232.898063    192.168.56.101      192.168.56.102      eth:ethertype:ip:tcp      66  60649 â†’ 59941 [ACK] Seq=1 Ack=66 Win=5792 Len=0 TSval=1361156 TSecr=346319,FTP Brute-Force / Data Exfiltration
1308  224.974209    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      76  Response: 530 Login incorrect.,FTP Brute-Force / Data Exfiltration
 716  117.410594    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      64  Response: 500 OOPS: ,FTP Brute-Force / Data Exfiltration
" 311  56.124840     192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      60  1900 â†’ 21 [RST, ACK] Seq=31 Ack=87 Win=0 Len=0",FTP Brute-Force / Data Exfiltration
 927  156.073904    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      62  1932 â†’ 21 [SYN] Seq=0 Win=64512 Len=0 MSS=1460 SACK_PERM,FTP Brute-Force / Data Exfiltration
 382  62.564644     192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp:ftp-data    1514  FTP Data: 1448 bytes (PASV) (STOR 1.png),FTP Brute-Force / Data Exfiltration
1566  263.599439    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      62  1992 â†’ 21 [SYN] Seq=0 Win=64512 Len=0 MSS=1460 SACK_PERM,FTP Brute-Force / Data Exfiltration
 426  65.340414     192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      62  1904 â†’ 21 [SYN] Seq=0 Win=64512 Len=0 MSS=1460 SACK_PERM,FTP Brute-Force / Data Exfiltration
1875  314.034760    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      54  21 â†’ 2010 [ACK] Seq=55 Ack=28 Win=5840 Len=0,FTP Brute-Force / Data Exfiltration
" 533  81.958110     192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp      62  21 â†’ 1909 [SYN, ACK] Seq=0 Ack=1 Win=5840 Len=0 MSS=1460 SACK_PERM",FTP Brute-Force / Data Exfiltration
 753  124.192700    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp      60  1921 â†’ 21 [RST] Seq=32 Win=0 Len=0,FTP Brute-Force / Data Exfiltration
 766  125.383382    192.168.56.102      192.168.56.101      eth:ethertype:ip:tcp      60  56475 â†’ 21 [RST] Seq=216 Win=0 Len=0,FTP Brute-Force / Data Exfiltration
1357  231.117291    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp:ftp      68  Request: PASS bananas,FTP Brute-Force / Data Exfiltration
 409  62.566991     192.168.56.101      192.168.56.102      eth:ethertype:ip:tcp      66  20160 â†’ 47526 [ACK] Seq=1 Ack=20273 Win=46144 Len=0 TSval=1318573 TSecr=303695,FTP Brute-Force / Data Exfiltration
1615  272.504342    192.168.56.101      192.168.56.1        eth:ethertype:ip:tcp:ftp      84  Response: vsf_sysutil_recv_peek: no data,FTP Brute-Force / Data Exfiltration
 695  110.920899    192.168.56.1        192.168.56.101      eth:ethertype:ip:tcp:ftp      68  Request: PASS amadeus,FTP Brute-Force / Data Exfiltration
1861  425.575288    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=67229 Ack=185 Win=6432 Len=1372,HTTP C2
 354  305.695420    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  1045 â†’ 82 [ACK] Seq=186 Ack=48181 Win=59860 Len=0,HTTP C2
1334  367.467932    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1333#1] 1060 â†’ 80 [ACK] Seq=187 Ack=104449 Win=64484 Len=0,HTTP C2
 906  321.546486    147.32.84.165       147.32.80.9         eth:ethertype:ip:udp:dns      71  Standard query 0xdf40 A mewgost.com,HTTP C2
1290  366.129925    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=92161 Ack=187 Win=4824 Len=1024,HTTP C2
1274  364.884355    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=88065 Ack=187 Win=4824 Len=1024,HTTP C2
 939  332.458374    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1059 â†’ 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1732  415.220603    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  1269 â†’ 80 [ACK] Seq=472 Ack=248 Win=64374 Len=0,HTTP C2
"  66  171.956547    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbdgm:smb:browser     243  Host Announcement SARUMAN, Workstation, Server, NT Workstation",HTTP C2
1324  367.263729    147.32.84.165       59.94.130.46        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1079 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
  57  168.951096    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns     110  Registration NB SARUMAN<20>,HTTP C2
1293  366.130403    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=94209 Win=64484 Len=0,HTTP C2
1119  352.353651    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     212  Standard query response 0x7f42 A a.95622.com A 174.123.157.154 A 174.133.57.141 NS dns1.name-services.com NS dns5.name-services.com NS dns3.name-services.com NS dns2.name-services.com NS dns4.name-services.com,HTTP C2
 585  312.331152    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1042 [ACK] Seq=27649 Ack=86 Win=4096 Len=1024,HTTP C2
 375  305.727470    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 374#1] 1045 â†’ 82 [ACK] Seq=186 Ack=65701 Win=42340 Len=0,HTTP C2
" 276  302.792391    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1044 â†’ 888 [RST, ACK] Seq=316 Ack=1755 Win=0 Len=0",HTTP C2
 747  316.455235    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1053 â†’ 888 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 129  295.675472    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1040 â†’ 80 [ACK] Seq=91 Ack=4381 Win=64240 Len=0,HTTP C2
1647  387.252165    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Window Update] 1060 â†’ 80 [ACK] Seq=187 Ack=231262 Win=64484 Len=0,HTTP C2
1853  425.456892    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1852#1] 1270 â†’ 80 [ACK] Seq=185 Ack=61741 Win=64484 Len=0,HTTP C2
 675  314.089937    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  [TCP Dup ACK 674#1] 1051 â†’ 80 [ACK] Seq=302 Ack=8932 Win=64620 Len=0,HTTP C2
1665  388.193769    147.32.84.165       88.135.194.91       eth:ethertype:ip:tcp      62  [TCP Retransmission] 1088 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1982  432.557890    147.32.84.165       221.130.69.202      eth:ethertype:ip:tcp      62  [TCP Port numbers reused] 1278 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1084  346.433841    147.32.84.165       115.184.216.90      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1070 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1923  426.749362    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Window Update] 1270 â†’ 80 [ACK] Seq=185 Ack=94045 Win=62009 Len=0,HTTP C2
" 100  282.986728    147.32.84.165       60.190.222.139      eth:ethertype:ip:tcp:data      74  1039 â†’ 65520 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=20",HTTP C2
1180  356.181052    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2102  80 â†’ 1060 [ACK] Seq=66561 Ack=187 Win=4824 Len=2048,HTTP C2
 965  336.925840    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=2049 Win=64484 Len=0,HTTP C2
 793  317.300305    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1054 â†’ 80 [ACK] Seq=90 Ack=7301 Win=64240 Len=0,HTTP C2
  30  164.682206    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns      92  Name query NB WPAD.<00>,HTTP C2
" 629  313.169861    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp      60  888 â†’ 1049 [PSH, ACK] Seq=192 Ack=486 Win=65050 Len=2",HTTP C2
 945  332.654230    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1059 [ACK] Seq=1 Ack=472 Win=6432 Len=0,HTTP C2
" 573  312.176379    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    3126  80 â†’ 1042 [PSH, ACK] Seq=19457 Ack=86 Win=4096 Len=3072",HTTP C2
 908  321.546866    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     111  Standard query response 0xdf40 A mewgost.com A 94.63.150.20 NS ns4.cnmsn.com,HTTP C2
1081  346.433793    147.32.84.165       115.99.115.251      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1068 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 451  306.805852    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 450#1] 1045 â†’ 82 [ACK] Seq=186 Ack=128785 Win=43497 Len=0,HTTP C2
1610  386.462934    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1609#1] 1060 â†’ 80 [ACK] Seq=187 Ack=211969 Win=64484 Len=0,HTTP C2
"1291  366.130212    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [PSH, ACK] Seq=93185 Ack=187 Win=4824 Len=1024",HTTP C2
1079  346.433766    147.32.84.165       49.114.102.212      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1067 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 255  300.167736    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Dup ACK 254#1] 1041 â†’ 2012 [ACK] Seq=102 Ack=56095 Win=64240 Len=0,HTTP C2
 125  295.673716    94.63.149.152       147.32.84.165       eth:ethertype:ip:tcp      60  80 â†’ 1040 [ACK] Seq=1 Ack=91 Win=5840 Len=0,HTTP C2
"1928  427.450468    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Retransmission] 1270 â†’ 80 [FIN, ACK] Seq=185 Ack=94045 Win=64484 Len=0",HTTP C2
 252  300.167692    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1041 â†’ 2012 [ACK] Seq=102 Ack=54021 Win=64240 Len=0,HTTP C2
 586  312.331283    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=28673 Win=64484 Len=0,HTTP C2
1569  385.193134    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=193537 Ack=187 Win=4824 Len=1024,HTTP C2
 825  317.372965    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1054 â†’ 80 [ACK] Seq=90 Ack=29785 Win=64240 Len=0,HTTP C2
 508  311.087314    147.32.84.171       147.32.84.165       eth:ethertype:ip:tcp:nbss:smb:gss-api:spnego     164  Session Setup AndX Response,HTTP C2
 890  320.655493    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1052 [ACK] Seq=20581 Ack=185 Win=6432 Len=1372,HTTP C2
  71  173.094785    147.32.84.165       224.0.0.22          eth:ethertype:ip:igmp:igmp      60  Membership Report / Join group 239.255.255.250 for any sources,HTTP C2
1609  386.462927    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=211969 Win=64484 Len=0,HTTP C2
1533  383.860750    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=182273 Win=64484 Len=0,HTTP C2
 248  300.167215    60.190.223.75       147.32.84.165       eth:ethertype:ip:tcp    2974  2012 â†’ 1041 [ACK] Seq=49641 Ack=102 Win=65434 Len=2920,HTTP C2
1451  374.474371    147.32.84.165       111.253.202.95      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1081 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 213  299.762552    147.32.80.9         147.32.84.165       eth:ethertype:ip:udp:dns     130  Standard query response 0xdd4a A nocomcom.com A 195.88.191.59 NS ns3.cnmsn.com NS ns4.cnmsn.com,HTTP C2
 910  321.547526    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1058 â†’ 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1742  416.113192    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1270 â†’ 80 [ACK] Seq=1 Ack=1 Win=64484 Len=0,HTTP C2
1245  364.259964    147.32.84.165       89.34.90.20         eth:ethertype:ip:tcp      62  1078 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
"1697  406.320565    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp      62  80 â†’ 1265 [SYN, ACK] Seq=0 Ack=1 Win=5744 Len=0 MSS=1436 SACK_PERM",HTTP C2
1183  356.181321    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1178#4] 1060 â†’ 80 [ACK] Seq=187 Ack=59393 Win=64484 Len=0,HTTP C2
 362  305.726513    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 361#1] 1045 â†’ 82 [ACK] Seq=186 Ack=54021 Win=54020 Len=0,HTTP C2
1474  377.459716    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1473#1] 1060 â†’ 80 [ACK] Seq=187 Ack=153601 Win=64484 Len=0,HTTP C2
 679  314.409911    61.147.99.179       147.32.84.165       eth:ethertype:ip:tcp    1514  81 â†’ 1050 [ACK] Seq=4595 Ack=186 Win=65350 Len=1460,HTTP C2
1622  386.580871    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=217089 Ack=187 Win=4824 Len=1024,HTTP C2
1090  347.635625    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=25601 Win=63460 Len=0,HTTP C2
1988  433.358614    147.32.84.165       221.130.69.202      eth:ethertype:ip:tcp      62  [TCP Port numbers reused] 1278 â†’ 6667 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1848  425.456377    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1270 â†’ 80 [ACK] Seq=185 Ack=60369 Win=64484 Len=0,HTTP C2
 988  339.926242    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 965#2] 1060 â†’ 80 [ACK] Seq=187 Ack=2049 Win=64484 Len=0,HTTP C2
1513  382.409051    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1512#1] 1060 â†’ 80 [ACK] Seq=187 Ack=171009 Win=64484 Len=0,HTTP C2
 112  293.637953    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns      92  Name query NB WPAD<00>,HTTP C2
1488  378.880635    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=160769 Win=63460 Len=0,HTTP C2
1454  375.675951    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1453#1] 1060 â†’ 80 [ACK] Seq=187 Ack=147457 Win=63460 Len=0,HTTP C2
 384  305.905717    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 383#1] 1045 â†’ 82 [ACK] Seq=186 Ack=74461 Win=33580 Len=0,HTTP C2
1396  370.751919    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    2102  80 â†’ 1060 [ACK] Seq=130049 Ack=187 Win=4824 Len=2048,HTTP C2
1055  345.608840    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=22529 Win=64484 Len=0,HTTP C2
 756  316.782870    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1053 â†’ 888 [ACK] Seq=1 Ack=1 Win=64240 Len=0,HTTP C2
 325  305.194226    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 322#2] 1045 â†’ 82 [ACK] Seq=186 Ack=24821 Win=64240 Len=0,HTTP C2
1624  386.581138    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1623#1] 1060 â†’ 80 [ACK] Seq=187 Ack=218113 Win=64484 Len=0,HTTP C2
 788  317.264792    147.32.84.165       94.63.149.152       eth:ethertype:ip:tcp      60  1054 â†’ 80 [ACK] Seq=90 Ack=2921 Win=64240 Len=0,HTTP C2
 369  305.726907    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 368#1] 1045 â†’ 82 [ACK] Seq=186 Ack=59861 Win=48180 Len=0,HTTP C2
1820  424.198522    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=42533 Ack=185 Win=6432 Len=1372,HTTP C2
  70  172.964957    147.32.84.165       147.32.84.255       eth:ethertype:ip:udp:nbns     110  Registration NB WORKGROUP<1e>,HTTP C2
" 858  318.154835    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp     539  [TCP Retransmission] 1055 â†’ 888 [PSH, ACK] Seq=1 Ack=1 Win=64240 Len=485",HTTP C2
1484  378.686570    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=157697 Ack=187 Win=4824 Len=1024,HTTP C2
1556  385.189546    147.32.84.165       178.121.31.113      eth:ethertype:ip:tcp      62  1084 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1692  394.302735    147.32.84.165       111.88.31.68        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1089 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1475  377.578675    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1060 â†’ 80 [ACK] Seq=187 Ack=154625 Win=63460 Len=0,HTTP C2
1799  423.044001    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1798#1] 1270 â†’ 80 [ACK] Seq=185 Ack=30185 Win=64484 Len=0,HTTP C2
 479  310.582446    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  1042 â†’ 80 [ACK] Seq=86 Ack=5121 Win=63460 Len=0,HTTP C2
 282  303.283021    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp:http     139  GET /kx4.txt HTTP/1.0 ,HTTP C2
1648  387.252171    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1645#2] 1060 â†’ 80 [ACK] Seq=187 Ack=231262 Win=64484 Len=0,HTTP C2
1557  385.189550    147.32.84.165       178.121.31.113      eth:ethertype:ip:tcp      62  [TCP Retransmission] 1084 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1730  415.220297    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines     300  HTTP/1.1 200 OK  (text/html),HTTP C2
 211  299.684003    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1041 â†’ 2012 [ACK] Seq=102 Ack=26281 Win=64240 Len=0,HTTP C2
 298  304.486344    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  [TCP Dup ACK 297#1] 1045 â†’ 82 [ACK] Seq=186 Ack=4381 Win=64240 Len=0,HTTP C2
1885  426.030690    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1270 [ACK] Seq=72717 Ack=185 Win=6432 Len=1372,HTTP C2
1834  424.921991    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1833#1] 1270 â†’ 80 [ACK] Seq=185 Ack=52137 Win=64484 Len=0,HTTP C2
 652  313.762510    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      60  1051 â†’ 80 [ACK] Seq=1 Ack=1 Win=64620 Len=0,HTTP C2
1234  364.259794    147.32.84.165       74.222.3.26         eth:ethertype:ip:tcp      62  [TCP Retransmission] 1163 â†’ 443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
1503  381.817706    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1078  80 â†’ 1060 [ACK] Seq=165889 Ack=187 Win=4824 Len=1024,HTTP C2
1932  427.695086    147.32.84.165       94.63.150.20        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1274 â†’ 80 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 917  321.755868    94.63.150.20        147.32.84.165       eth:ethertype:ip:tcp:http:data-text-lines     300  HTTP/1.1 200 OK  (text/html),HTTP C2
 994  340.425568    147.32.84.165       86.126.40.27        eth:ethertype:ip:tcp      62  [TCP Retransmission] 1063 â†’ 3128 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM,HTTP C2
 430  306.604716    147.32.84.165       122.224.6.164       eth:ethertype:ip:tcp      60  1045 â†’ 82 [ACK] Seq=186 Ack=110961 Win=61320 Len=0,HTTP C2
1371  368.823350    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 1346#16] 1060 â†’ 80 [ACK] Seq=187 Ack=109569 Win=63460 Len=0,HTTP C2
 240  300.000765    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  1041 â†’ 2012 [ACK] Seq=102 Ack=45261 Win=64240 Len=0,HTTP C2
" 880  319.515810    195.88.191.59       147.32.84.165       eth:ethertype:ip:tcp    1426  80 â†’ 1052 [PSH, ACK] Seq=15093 Ack=185 Win=6432 Len=1372",HTTP C2
" 621  312.757524    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Retransmission] 1042 â†’ 80 [FIN, ACK] Seq=86 Ack=37711 Win=63639 Len=0",HTTP C2
" 257  300.167969    147.32.84.165       60.190.223.75       eth:ethertype:ip:tcp      60  [TCP Retransmission] 1041 â†’ 2012 [FIN, ACK] Seq=102 Ack=56095 Win=64240 Len=0",HTTP C2
 612  312.756210    147.32.84.165       195.88.191.59       eth:ethertype:ip:tcp      60  [TCP Dup ACK 611#1] 1042 â†’ 80 [ACK] Seq=86 Ack=34817 Win=63460 Len=0,HTTP C2
